,Medium,Classification,Culture,Object Begin Date,Historical Period,height,diam,width,depth
6506,bronze,Bronzes,Etruscan,-300,Antiquity,36.2,-1.0,-1.0,-1.0
256,bronze,Bronzes,Italic,-699,Antiquity,-1.0,13.5,-1.0,-1.0
3582,terracotta,Vases,Minoan,-2600,Antiquity,12.7,-1.0,-1.0,-1.0
797,silk,Textiles,Japan,0,Antiquity,9.5,-1.0,8.6,-1.0
5404,glass,Glass,Roman,300,Antiquity,1.4,2.1,-1.0,-1.0
6933,glass,Glass,Greek,-99,Antiquity,2.8,-1.0,0.7,0.9
700,terracotta,Vases,Greek,-430,Antiquity,9.0,-1.0,-1.0,-1.0
8145,terracotta,Vases,Greek,-325,Antiquity,17.8,-1.0,11.7,-1.0
9504,glass,Glass,Roman,-25,Antiquity,3.8,-1.0,2.5,-1.0
4407,silk,Textiles,China,0,Antiquity,19.7,-1.0,2.5,-1.0
1103,terracotta,Vases,Roman,-99,Antiquity,4.0,-1.0,4.9,0.5
11052,glass,Glass,Roman,1,Antiquity,-1.0,10.2,-1.0,-1.0
5543,terracotta,Vases,East,-699,Antiquity,12.0,-1.0,-1.0,-1.0
6373,terracotta,Vases,Greek,-530,Antiquity,48.2,-1.0,-1.0,-1.0
6024,"bronze,gilt",Metalwork,China,-400,Antiquity,-1.0,-1.0,3.3,7.8
12463,terracotta,Terracottas,Roman,-99,Antiquity,4.8,-1.0,11.4,-1.0
9869,terracotta,Vases,East,-1050,Antiquity,6.0,-1.0,3.5,-1.0
9152,"bronze,copper,gold",Sculpture,Pakistan,1,Antiquity,-1.0,-1.0,-1.0,-1.0
3554,terracotta,Vases,Minoan,-2600,Antiquity,5.1,-1.0,3.6,0.5
4847,terracotta,Vases,Greek,-440,Antiquity,43.8,-1.0,-1.0,-1.0
8919,terracotta,Vases,Etruscan,-499,Antiquity,51.1,-1.0,-1.0,-1.0
2806,silk,Textiles,Japan,0,Antiquity,3.8,-1.0,5.4,-1.0
13325,bronze,Bronzes,Etruscan,-500,Antiquity,-1.0,-1.0,-1.0,-1.0
12477,terracotta,Terracottas,Greek,-2,Antiquity,-1.0,-1.0,-1.0,8.3
12478,terracotta,Miscellaneous,Greek,-399,Antiquity,-1.0,7.9,-1.0,-1.0
11161,bronze,Bronzes,Praenestine,-399,Antiquity,-1.0,9.2,-1.0,-1.0
6498,bronze,Metalwork,Vietnam,-510,Antiquity,13.0,-1.0,-1.0,-1.0
6193,terracotta,Vases,Greek or Etruscan,-399,Antiquity,10.6,-1.0,-1.0,-1.0
4319,glass,Glass,Roman,100,Antiquity,10.2,-1.0,-1.0,-1.0
11876,terracotta,Vases,Greek,-500,Antiquity,-1.0,-1.0,-1.0,-1.0
4488,terracotta,Terracottas,Roman,100,Antiquity,3.5,-1.0,9.2,-1.0
13376,terracotta,Vases,Cypriot,-3200,Antiquity,6.2,-1.0,6.0,-1.0
3075,bronze,Metalwork,Vietnam,-500,Antiquity,10.5,-1.0,5.7,1.6
41,bronze,Bronzes,Cypriot,-3900,Antiquity,-1.0,-1.0,-1.0,-1.0
8629,bronze,Metalwork,Indonesia,-500,Antiquity,8.6,-1.0,6.4,2.9
4977,terracotta,Vases,Greek,-500,Antiquity,6.8,-1.0,8.0,0.3
6955,bronze,Bronzes,Greek,-460,Antiquity,36.2,-1.0,-1.0,-1.0
494,terracotta,Terracottas,Cypriot,-399,Antiquity,-1.0,9.4,-1.0,-1.0
779,terracotta,Vases,Minoan,-2600,Antiquity,4.2,-1.0,4.5,0.4
6952,terracotta,Terracottas,Greek,-7000,Antiquity,6.35,-1.0,-1.0,-1.0
10776,terracotta,Vases,Cypriot,-2000,Antiquity,4.3,-1.0,-1.0,-1.0
5832,glass,Jewelry,Thailand,-300,Antiquity,-1.0,2.5,2.5,-1.0
10647,gold,Gold,Cypriot,-3900,Antiquity,0.5,-1.0,0.9,-1.0
15,copper,Metalwork,India,-1500,Antiquity,38.4,-1.0,6.4,-1.0
6520,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,59.6,-1.0,-1.0
294,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
4218,glass,Glass,Roman,300,Antiquity,-1.0,-1.0,-1.0,-1.0
5666,glass,Glass,Roman,-670,Antiquity,0.8,-1.0,1.5,1.4
6000,glass,Glass,Roman,-27,Antiquity,5.6,-1.0,3.2,-1.0
3010,glass,Glass,Roman,100,Antiquity,-1.0,3.0,-1.0,-1.0
11891,bronze,Bronzes,Cypriot,-3900,Antiquity,-1.0,11.4,-1.0,-1.0
7632,gold,Gold,East,-599,Antiquity,1.9,-1.0,-1.0,-1.0
3399,terracotta,Vases,Greek,-470,Antiquity,33.3,-1.0,31.1,-1.0
10549,gold,Metalwork,Scythian,-500,Antiquity,0.75,-1.0,0.75,0.2
12653,glass,Glass,Roman,-670,Antiquity,2.2,-1.0,1.8,-1.0
12036,terracotta,Vases,Greek,-165,Antiquity,-1.0,13.3,-1.0,-1.0
4849,terracotta,Vases,Greek,-460,Antiquity,36.8,-1.0,-1.0,-1.0
689,copper,Metal,Peruvian,1,Antiquity,6.4,-1.0,7.1,-1.0
8055,terracotta,Vases,Roman,-99,Antiquity,3.7,-1.0,3.2,0.4
6090,glass,Glass,Roman,-25,Antiquity,3.0,-1.0,3.6,-1.0
5319,"bronze,glass",Glass,Roman,1,Antiquity,8.6,-1.0,8.6,-1.0
2064,terracotta,Terracottas,Roman,475,Antiquity,1.9,-1.0,8.3,-1.0
2469,terracotta,Vases,Greek,-599,Antiquity,5.3,-1.0,-1.0,-1.0
8150,metal,Accessory,German,0,Antiquity,-1.0,-1.0,-1.0,-1.0
2652,copper,Metalwork,India,-1500,Antiquity,7.0,-1.0,6.0,-1.0
1607,"alloy,copper",Metalwork,Celtic,-450,Antiquity,5.3,-1.0,3.5,1.3
10734,terracotta,Vases,Cypriot,-600,Antiquity,26.8,-1.0,-1.0,-1.0
7795,bronze,Bronzes,Roman,50,Antiquity,12.0,-1.0,-1.0,-1.0
12751,"glass,gold",Glass,Greek,-200,Antiquity,5.6,-1.0,0.9,-1.0
1287,gold,Metal,Middle,400,Antiquity,-1.0,-1.0,-1.0,-1.0
4372,glass,Glass,Venetian,-900,Antiquity,1.3,-1.0,1.8,-1.0
1495,terracotta,Vases,Etruscan,-600,Antiquity,-1.0,10.4,-1.0,-1.0
10419,glass,Glass,Roman,1,Antiquity,1.8,-1.0,5.0,-1.0
135,bronze,Bronzes,Etruscan,-499,Antiquity,30.3,-1.0,-1.0,-1.0
3976,terracotta,Vases,Roman,-99,Antiquity,6.5,-1.0,6.8,0.5
12885,terracotta,Vases,Roman,-99,Antiquity,3.3,-1.0,4.2,0.6
12080,bronze,Jewelry,Pakistan,-150,Antiquity,-1.0,-1.0,2.9,-1.0
4259,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,8.1,-1.0,-1.0
4287,bronze,Metalwork,Western,-1000,Antiquity,35.7,-1.0,2.9,2.9
7434,glass,Glass,Egyptian,300,Antiquity,3.0,-1.0,1.6,1.2
6838,terracotta,Vases,Greek,-225,Antiquity,81.2,-1.0,-1.0,-1.0
4212,bronze,Metalwork,China,-206,Antiquity,-1.0,-1.0,-1.0,18.4
4295,bronze,Bronzes,Cypriot,-3900,Antiquity,-1.0,11.4,-1.0,-1.0
3662,gold,Metalwork,Irish,-800,Antiquity,11.8,-1.0,5.0,5.9
2497,terracotta,Vases,Greek,-775,Antiquity,25.2,-1.0,-1.0,-1.0
5487,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
11406,bronze,Bronzes,Cypriot,-3900,Antiquity,-1.0,9.5,-1.0,-1.0
2462,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,4.8,-1.0,-1.0
2902,terracotta,Vases,Cypriot,-150,Antiquity,-1.0,22.5,-1.0,-1.0
5306,glass,Glass,Roman,100,Antiquity,5.2,-1.0,-1.0,-1.0
8511,glass,Glass,Roman,0,Antiquity,2.3,-1.0,3.9,0.5
1468,gold,Gold,Etruscan,-699,Antiquity,-1.0,8.8,-1.0,-1.0
13238,terracotta,Terracottas,Roman,0,Antiquity,3.0,-1.0,-1.0,10.0
11826,bronze,Metalwork,Northwest,-459,Antiquity,-1.0,-1.0,-1.0,-1.0
10633,bronze,Bronzes,Praenestine,-399,Antiquity,14.0,-1.0,-1.0,-1.0
315,color,Tomb,China,386,Antiquity,22.9,-1.0,-1.0,-1.0
4542,terracotta,Vases,Roman,-670,Antiquity,3.7,-1.0,4.1,0.7
7592,terracotta,Vases,Greek,-325,Antiquity,-1.0,9.0,-1.0,-1.0
9518,bronze,Metalwork,China,-299,Antiquity,4.8,-1.0,10.0,-1.0
12868,glass,Glass,Roman,0,Antiquity,3.7,-1.0,2.9,34.0
11262,copper,Metal,Recuay,300,Antiquity,-1.0,-1.0,-1.0,-1.0
6962,terracotta,Vases,Greek,-520,Antiquity,9.4,-1.0,9.2,-1.0
7625,gold,Gold,Roman,1,Antiquity,-1.0,2.1,-1.0,-1.0
7460,glass,Glass,Roman,1,Antiquity,4.4,-1.0,-1.0,-1.0
6362,silver,Coins,Ptolemaic,-164,Antiquity,2.5,-1.0,0.3,-1.0
8285,glass,Glass,Roman,25,Antiquity,-1.0,-1.0,-1.0,-1.0
7172,terracotta,Vases,Greek,-410,Antiquity,27.5,-1.0,-1.0,-1.0
1010,terracotta,Vases,Roman,-120,Antiquity,8.5,-1.0,5.6,0.7
3417,silver,Metalwork,Sarmatian,1,Antiquity,-1.0,14.9,-1.0,-1.0
1712,bronze,Metalwork,Indonesia,-500,Antiquity,5.7,-1.0,-1.0,-1.0
5749,glass,Glass,Greek,-125,Antiquity,2.3,-1.0,1.1,0.9
1510,gold,Gold,Greek,-399,Antiquity,22.2,-1.0,28.6,7.3
8217,glass,Glass,Roman,300,Antiquity,11.7,-1.0,-1.0,-1.0
2230,gold,Gold,Cypriot,-3900,Antiquity,1.0,-1.0,0.3,1.3
6230,terracotta,Vases,Italic,-575,Antiquity,-1.0,-1.0,-1.0,-1.0
8858,glass,Glass,Roman,1,Antiquity,22.9,-1.0,-1.0,-1.0
6495,bronze,Metalwork,Achaemenid,-600,Antiquity,1.8,-1.0,4.09,-1.0
4696,glass,Glass,Roman,-670,Antiquity,0.7,-1.0,2.1,-1.0
10665,gold,Gems,Greek,-599,Antiquity,-1.0,1.6,-1.0,-1.0
7773,gold,Gold,Greek,-340,Antiquity,-1.0,7.8,-1.0,-1.0
12334,gold,Gold,Greek or Cypriot,-350,Antiquity,-1.0,2.1,-1.0,-1.0
2512,terracotta,Vases,Aegean,-2000,Antiquity,4.1,-1.0,3.4,0.8
4467,glass,Glass,Roman,1,Antiquity,1.1,-1.0,2.9,-1.0
12538,"copper,gilt",Metal,Vicús,-300,Antiquity,10.0,-1.0,10.0,-1.0
4955,gold,Gold,Etruscan,-900,Antiquity,1.0,-1.0,1.1,-1.0
7711,gold,Metalwork,Hittite,-1400,Antiquity,-1.0,13.0,-1.0,-1.0
1707,bronze,Miscellaneous,Japanese,175,Antiquity,16.8,-1.0,10.3,-1.0
1020,gold,Gems,Greek,-425,Antiquity,3.0,-1.0,-1.0,-1.0
810,terracotta,Vases,Cypriot,-1050,Antiquity,12.7,-1.0,-1.0,-1.0
2140,terracotta,Vases,Greek,-365,Antiquity,-1.0,48.9,-1.0,-1.0
9139,glass,Glass,Greek,-500,Antiquity,10.6,-1.0,-1.0,-1.0
4299,bronze,Metalwork,Indonesia,-500,Antiquity,8.9,74.3,-1.0,-1.0
740,bronze,Miscellaneous,Visigothic,401,Antiquity,-1.0,-1.0,3.5,8.9
7598,bronze,Bronzes,Minoan,-1999,Antiquity,-1.0,-1.0,-1.0,15.7
10731,bronze,Coins,Roman,270,Antiquity,2.4,-1.0,0.3,-1.0
5500,terracotta,Terracottas,Greek,-399,Antiquity,8.26,-1.0,-1.0,-1.0
12264,terracotta,Vases,Greek,-515,Antiquity,3.2,-1.0,-1.0,-1.0
7764,glass,Glass,Iran,-900,Antiquity,18.8,-1.0,1.3,-1.0
551,terracotta,Terracottas,Cypriot,-600,Antiquity,9.4,-1.0,-1.0,-1.0
6948,bronze,Bronzes,Cypriot,-599,Antiquity,-1.0,23.5,-1.0,-1.0
8303,glass,Glass,Roman,-25,Antiquity,3.5,-1.0,4.4,-1.0
10064,terracotta,Vases,Cypriot,-2500,Antiquity,-1.0,6.5,-1.0,-1.0
7817,porcelain,Ceramics,China,250,Antiquity,18.7,-1.0,12.9,23.2
1155,terracotta,Vases,Cypriot,-750,Antiquity,59.7,-1.0,-1.0,-1.0
3794,terracotta,Vases,Greek,-590,Antiquity,40.6,-1.0,-1.0,-1.0
4145,glass,Glass,Greek or Roman,-225,Antiquity,1.6,-1.0,-1.0,-1.0
11089,silk,Equestrian,Central,375,Antiquity,40.0,-1.0,37.0,-1.0
5799,bronze,Metalwork,China,-206,Antiquity,20.3,-1.0,7.0,-1.0
12593,ware,Ceramics,Japan,0,Antiquity,-1.0,-1.0,-1.0,31.0
12859,glass,Glass,Roman,50,Antiquity,4.1,8.3,-1.0,-1.0
1151,copper,Metalwork,India,-1500,Antiquity,16.8,-1.0,11.1,-1.0
8526,glass,Glass,Roman,-99,Antiquity,-1.0,1.6,-1.0,-1.0
9159,terracotta,Terracottas,Roman,-99,Antiquity,3.0,-1.0,9.7,-1.0
9843,bronze,Bronzes,Greek,-599,Antiquity,-1.0,15.5,-1.0,-1.0
6310,terracotta,Vases,Roman,-120,Antiquity,5.7,-1.0,6.8,-1.0
1639,terracotta,Vases,Etruscan,-550,Antiquity,2.4,-1.0,-1.0,-1.0
13037,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,37.2,-1.0,-1.0
3974,terracotta,Ceramics,Pakistan,250,Antiquity,4.8,-1.0,-1.0,3.8
116,copper,Metal,Peru,100,Antiquity,1.2,-1.0,11.0,-1.0
12657,gold,Gold,Cypriot,-499,Antiquity,-1.0,1.8,-1.0,-1.0
10046,bronze,Metalwork,China,-1035,Antiquity,34.3,-1.0,24.1,-1.0
10451,bronze,Metalwork,Sasanian or Islamic,6,Antiquity,-1.0,7.92,-1.0,-1.0
6749,terracotta,Vases,Cypriot,-750,Antiquity,8.9,-1.0,-1.0,-1.0
10810,glass,Glass,Roman,300,Antiquity,13.2,-1.0,-1.0,-1.0
2226,bronze,Bronzes,Etruscan,-499,Antiquity,57.8,-1.0,-1.0,-1.0
612,glass,Glass,Roman,-25,Antiquity,2.7,-1.0,1.7,-1.0
11074,silk,Textiles,China,0,Antiquity,2.9,-1.0,17.8,-1.0
7546,terracotta,Vases,Cypriot,-1900,Antiquity,-1.0,9.5,-1.0,-1.0
5992,terracotta,Vases,Greek,-425,Antiquity,12.7,-1.0,-1.0,-1.0
11712,glass,Glass,Roman,1,Antiquity,-1.0,-1.0,-1.0,-1.0
8880,terracotta,Terracottas,Cypriot,-750,Antiquity,14.5,-1.0,-1.0,-1.0
4942,glass,Glass,Roman,300,Antiquity,-1.0,-1.0,-1.0,-1.0
6356,"bronze,gold",Gold,Cypriot,-5,Antiquity,-1.0,1.9,-1.0,-1.0
7875,terracotta,Vases,Native,-550,Antiquity,26.9,-1.0,28.0,-1.0
142,glass,Glass,Assyro-Babylonian,-700,Antiquity,-1.0,-1.0,-1.0,-1.0
6562,bronze,Metalwork,China,-1046,Antiquity,3.5,-1.0,-1.0,9.2
10541,terracotta,Vases,Greek,-450,Antiquity,-1.0,-1.0,-1.0,-1.0
5151,glass,Glass,Sasanian,200,Antiquity,3.48,-1.0,5.08,-1.0
3522,glass,Glass,Roman,200,Antiquity,2.5,-1.0,-1.0,-1.0
9556,glass,Gems,Etruscan,-299,Antiquity,1.8,-1.0,1.4,0.4
1851,"copper,gilt",Metal,Peruvian,200,Antiquity,8.4,-1.0,8.0,-1.0
2980,bronze,Bronzes,Etruscan,-499,Antiquity,30.0,-1.0,-1.0,-1.0
743,"bronze,gilt,glass",Metalwork,Mediterranean,450,Antiquity,-1.0,-1.0,-1.0,-1.0
1491,terracotta,Terracottas,Roman,1,Antiquity,6.4,-1.0,13.0,-1.0
5619,terracotta,Vases,Greek,-475,Antiquity,-1.0,12.7,-1.0,-1.0
5665,terracotta,Terracottas,Cypriot,-1900,Antiquity,17.6,-1.0,-1.0,-1.0
11717,"alloy,copper",Metalwork,Bactria-Margiana,-2300,Antiquity,-1.0,5.89,-1.0,-1.0
8912,gold,Ivory/Bone,Assyrian,-800,Antiquity,11.1,-1.0,6.2,5.8
8022,terracotta,Terracottas,Greek,-499,Antiquity,-1.0,10.7,-1.0,-1.0
11472,terracotta,Vases,Etruscan,-675,Antiquity,-1.0,19.4,-1.0,-1.0
5850,terracotta,Ceramics,Baluchistan,-2700,Antiquity,13.0,-1.0,4.4,-1.0
13344,gold,Gold,Etruscan,-499,Antiquity,1.6,-1.0,0.3,1.2
13018,gold,Gold,Cypriot,-3900,Antiquity,1.1,-1.0,0.1,-1.0
11865,bronze,Jewelry,Thailand,-300,Antiquity,1.3,10.3,-1.0,-1.0
4093,"gold,iron,silver",Metalwork,China,-475,Antiquity,-1.0,-1.0,3.8,20.5
10348,glass,Glass,Roman,25,Antiquity,-1.0,-1.0,-1.0,-1.0
6298,terracotta,Vases,Greek,-500,Antiquity,-1.0,5.1,-1.0,-1.0
4539,terracotta,Vases,Greek,-325,Antiquity,-1.0,13.3,-1.0,-1.0
3416,"alloy,copper",Metalwork,Celtic,-450,Antiquity,4.0,-1.0,0.6,1.8
3502,gold,Gold,Roman,100,Antiquity,0.5,-1.0,0.8,2.2
10301,terracotta,Vases,Helladic,-1400,Antiquity,4.0,-1.0,-1.0,-1.0
9278,glass,Glass,Roman,200,Antiquity,7.0,-1.0,-1.0,-1.0
3316,bronze,Bronzes,Cypriot,-3900,Antiquity,-1.0,12.7,-1.0,-1.0
664,glass,Glass,Roman,0,Antiquity,7.0,-1.0,4.1,0.7
3358,terracotta,Terracottas,Greek,-7000,Antiquity,4.5,-1.0,5.8,8.2
10174,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,3.9,-1.0,-1.0
288,bronze,Metalwork,China,-600,Antiquity,15.6,17.1,-1.0,-1.0
4331,bronze,Bronzes,Roman,100,Antiquity,-1.0,8.9,-1.0,-1.0
12796,silver,Gold,Greek,-450,Antiquity,-1.0,1.7,-1.0,-1.0
5231,glass,Gems,Roman,-670,Antiquity,1.0,-1.0,0.9,0.2
2509,terracotta,Vases,Greek,-330,Antiquity,5.4,-1.0,11.1,-1.0
2550,terracotta,Vases,Minoan,-1700,Antiquity,-1.0,48.0,-1.0,-1.0
3446,terracotta,Terracottas,Helladic,-1299,Antiquity,7.6,-1.0,-1.0,-1.0
3683,bronze,Bronzes,Etruscan,-525,Antiquity,27.0,-1.0,-1.0,-1.0
528,silk,Textiles,China or Japan,0,Antiquity,9.5,-1.0,5.4,-1.0
12311,gold,Metal,Nasca,100,Antiquity,-1.0,-1.0,-1.0,-1.0
11802,"glass,gold",Glass,Greek,-99,Antiquity,9.7,-1.0,-1.0,-1.0
10962,bronze,Metalwork,China,-100,Antiquity,7.3,-1.0,6.0,-1.0
582,silver,Gold,Greek,-500,Antiquity,-1.0,10.2,-1.0,-1.0
2943,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,18.3,-1.0,-1.0
2075,bronze,Jewelry,Indonesia,-500,Antiquity,2.1,-1.0,4.4,-1.0
5844,"bronze,gold",Gold,Phoenician,-599,Antiquity,-1.0,3.3,-1.0,-1.0
8968,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
3747,bronze,Metalwork,Iran,-1600,Antiquity,-1.0,16.41,-1.0,-1.0
3083,gold,Metal,Calima,-500,Antiquity,-1.0,-1.0,-1.0,-1.0
4037,silver,Coins,Greek,-499,Antiquity,1.0,-1.0,0.3,-1.0
3762,terracotta,Terracottas,Greek,-325,Antiquity,13.7,-1.0,-1.0,-1.0
11917,glass,Miscellaneous,Roman,200,Antiquity,-1.0,8.6,-1.0,-1.0
3391,gold,Metalwork,Iran,-800,Antiquity,13.34,-1.0,21.59,-1.0
1907,bronze,Metalwork,Thailand,-500,Antiquity,3.3,-1.0,1.6,-1.0
10095,silver,Coins,Greek,-7000,Antiquity,2.2,-1.0,0.7,-1.0
6622,bronze,Jewelry,Thailand,-1000,Antiquity,7.6,5.7,-1.0,-1.0
2089,terracotta,Terracottas,Greek,-99,Antiquity,10.7,-1.0,-1.0,-1.0
5442,terracotta,Vases,Cypriot,-3200,Antiquity,12.9,-1.0,35.6,-1.0
346,terracotta,Vases,Greek,-325,Antiquity,17.2,-1.0,-1.0,-1.0
10872,bronze,Bronzes,Greek or Etruscan,-499,Antiquity,-1.0,-1.0,-1.0,-1.0
10916,bronze,Metalwork,China,-1299,Antiquity,15.9,-1.0,-1.0,-1.0
3861,glass,Glass,Roman,-50,Antiquity,-1.0,6.0,-1.0,-1.0
144,gold,Gold,Cypriot,-499,Antiquity,-1.0,-1.0,-1.0,-1.0
2921,gold,Gold,Greek,-399,Antiquity,1.5,-1.0,0.3,1.2
9199,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,-1.0,-1.0,-1.0
7628,"bronze,iron",Metalwork,Sasanian,200,Antiquity,2.95,-1.0,2.26,-1.0
815,glass,Glass,Roman,1,Antiquity,6.8,-1.0,-1.0,-1.0
2835,terracotta,Terracottas,Greek,-200,Antiquity,25.7,-1.0,-1.0,-1.0
3850,terracotta,Vases,Greek,-650,Antiquity,9.7,-1.0,-1.0,-1.0
2389,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,7.6,-1.0,-1.0
13115,terracotta,Vases,Greek,-330,Antiquity,-1.0,11.7,-1.0,-1.0
9236,bronze,Metalwork,Indonesia,-510,Antiquity,-1.0,-1.0,-1.0,61.0
8250,bronze,Metalwork,Indonesia,-510,Antiquity,17.8,-1.0,13.2,-1.0
1844,bronze,Bronzes,Etruscan,-699,Antiquity,-1.0,14.8,-1.0,-1.0
2233,copper,Metal,Vicús,-300,Antiquity,-1.0,17.0,-1.0,-1.0
9624,terracotta,Terracottas,Roman,40,Antiquity,-1.0,8.9,-1.0,-1.0
379,terracotta,Vases,East,-900,Antiquity,-1.0,-1.0,-1.0,-1.0
1078,glass,Glass,Roman,100,Antiquity,-1.0,-1.0,-1.0,-1.0
10988,glass,Glass,Roman,1,Antiquity,10.8,-1.0,-1.0,-1.0
4098,bronze,Idiophone,Italian,-100,Antiquity,-1.0,-1.0,-1.0,-1.0
3423,bronze,Metalwork,Iran,-900,Antiquity,9.7,-1.0,9.1,14.9
6772,"copper,gilt",Metal,Vicús,-300,Antiquity,-1.0,8.1,-1.0,-1.0
8304,bronze,Bronzes,Etruscan,-550,Antiquity,-1.0,-1.0,-1.0,-1.0
6843,terracotta,Vases,Greek,-725,Antiquity,130.5,-1.0,-1.0,-1.0
11743,silver,Gold,Cypriot,-599,Antiquity,5.4,-1.0,-1.0,-1.0
9246,terracotta,Vases,Mycenaean,-1400,Antiquity,12.7,-1.0,-1.0,-1.0
9876,glass,Glass,Greek,-199,Antiquity,-1.0,2.3,-1.0,-1.0
13151,terracotta,Vases,Greek,-430,Antiquity,8.2,-1.0,5.8,5.7
2676,glass,Glass,Roman,1,Antiquity,-1.0,-1.0,-1.0,-1.0
2575,terracotta,Vases,Minoan,-1600,Antiquity,7.8,-1.0,-1.0,-1.0
3292,"bronze,gilt,iron,wood",Swords,Japanese,375,Antiquity,-1.0,-1.0,-1.0,97.5
8336,glass,Glass,Roman,200,Antiquity,-1.0,10.2,-1.0,-1.0
12692,terracotta,Terracottas,Cypriot,-600,Antiquity,16.7,-1.0,-1.0,-1.0
5195,terracotta,Vases,Greek,-490,Antiquity,-1.0,-1.0,-1.0,-1.0
4604,terracotta,Vases,Greek,-460,Antiquity,12.7,-1.0,7.2,8.5
6628,terracotta,Terracottas,Greek,-199,Antiquity,4.0,-1.0,-1.0,-1.0
4529,silver,Coins,Roman,236,Antiquity,1.9,-1.0,0.2,-1.0
5688,glass,Glass,Roman,100,Antiquity,12.7,-1.0,-1.0,-1.0
5531,gold,Gold,Etruscan,-699,Antiquity,-1.0,2.5,-1.0,-1.0
1000,"gold,silver",Gold,Greek,-299,Antiquity,10.5,-1.0,-1.0,-1.0
9457,"alloy,copper",Metalwork,Byzantine,300,Antiquity,3.5,-1.0,3.3,1.0
1170,terracotta,Terracottas,Greek,-450,Antiquity,19.4,-1.0,27.3,-1.0
3858,"alloy,copper",Metalwork,Bactria-Margiana,-2300,Antiquity,-1.0,18.01,-1.0,-1.0
10060,glass,Glass,Roman,-25,Antiquity,2.1,-1.0,2.2,-1.0
8545,terracotta,Vases,Neolithic,-7000,Antiquity,4.9,-1.0,4.9,0.8
10318,glass,Glass,Roman,300,Antiquity,1.7,-1.0,1.0,-1.0
11604,terracotta,Vases,Greek,-510,Antiquity,12.7,-1.0,-1.0,-1.0
469,terracotta,Terracottas,Cypriot,-600,Antiquity,23.8,-1.0,-1.0,-1.0
1550,terracotta,Terracottas,Cypriot,-399,Antiquity,6.8,-1.0,-1.0,-1.0
6062,terracotta,Vases,Greek,-330,Antiquity,-1.0,25.1,-1.0,-1.0
6015,glass,Glass,Greek,-200,Antiquity,4.4,-1.0,7.3,-1.0
2710,glass,Glass,Coptic,300,Antiquity,-1.0,-1.0,-1.0,-1.0
654,glass,Glass,Roman,200,Antiquity,-1.0,8.1,-1.0,-1.0
6750,bronze,Bronzes,Greek,-499,Antiquity,27.0,-1.0,-1.0,-1.0
7265,terracotta,Vases,Greek,-525,Antiquity,9.8,-1.0,10.5,-1.0
13023,terracotta,Vases,Greek,-2000,Antiquity,4.6,-1.0,4.0,-1.0
1539,bronze,Bronzes,Cypriot,-399,Antiquity,-1.0,4.9,-1.0,-1.0
7319,bronze,Bronzes,Italic,-800,Antiquity,-1.0,8.7,-1.0,-1.0
2137,terracotta,Vases,Lydian,-599,Antiquity,14.6,-1.0,-1.0,-1.0
341,"bronze,iron,silver",Metalwork,Frankish,300,Antiquity,8.7,-1.0,5.5,0.8
2526,terracotta,Vases,East,-900,Antiquity,15.8,-1.0,8.9,-1.0
12330,bronze,Bronzes,Greek,-550,Antiquity,15.2,-1.0,-1.0,-1.0
5919,gold,Gold,Roman,1,Antiquity,3.3,-1.0,-1.0,-1.0
6713,glass,Glass,Roman,1,Antiquity,-1.0,7.3,-1.0,-1.0
9678,glass,Glass,Venetian,-900,Antiquity,2.9,-1.0,2.5,-1.0
2911,terracotta,Vases,Greek,-490,Antiquity,19.4,-1.0,18.4,-1.0
6307,terracotta,Terracottas,Etruscan,-199,Antiquity,-1.0,-1.0,-1.0,-1.0
359,bronze,Metalwork,Parthian,-1,Antiquity,-1.0,0.51,-1.0,-1.0
13387,terracotta,Vases,East,-900,Antiquity,3.2,-1.0,2.5,-1.0
873,terracotta,Vases,Cypriot,-750,Antiquity,-1.0,8.6,-1.0,-1.0
1931,gold,Gold,Greek,-299,Antiquity,1.7,-1.0,-1.0,-1.0
12832,bronze,Metalwork,China,-221,Antiquity,4.4,4.8,-1.0,-1.0
4046,glass,Glass,Phoenician or Carthaginian,-499,Antiquity,3.6,-1.0,2.3,1.9
8733,glass,Glass,Roman,1,Antiquity,-1.0,-1.0,-1.0,-1.0
7133,"copper,gilt",Metal,Peruvian,100,Antiquity,-1.0,7.5,-1.0,-1.0
8368,bronze,Metalwork,China,-200,Antiquity,-1.0,-1.0,-1.0,-1.0
11749,"bronze,copper",Metalwork,Sasanian,200,Antiquity,6.3,-1.0,2.5,2.5
3388,gold,Metal,Peru,100,Antiquity,-1.0,-1.0,-1.0,-1.0
8890,glass,Glass,Roman,300,Antiquity,14.6,9.5,-1.0,-1.0
